Y;X1;X2
18971;-5016;23987
27495;-7088;34583
89057;-3524;92581
52968;-2111;55079
34629;-7943;42572
2686;-5648;8334
27459;-3379;30838
17410;-7179;24589
66082;-1182;67264
23991;-4872;28863
-6858;-9255;2397
44004;-4580;48584
39639;-288;39927
58024;-7919;65943
53365;-2431;55796
34985;-1984;36969
71306;-5433;76739
54021;-6879;60900
79921;-1921;81842
19323;-505;19828
-542;-5017;4475
50302;-332;50634
70992;-5841;76833
70406;-4282;74688
45421;-1705;47126
14281;-9927;24208
85926;-2003;87929
86952;-5033;91985
544;-5209;5753
76470;-7380;83850
75919;-2745;78664
52598;-8681;61279
40279;-8083;48362
45404;-7046;52450
18654;-1422;20076
42382;-5164;47546
17004;-4233;21237
66279;-9417;75696
50899;-1874;52773
37577;-4483;42060
31921;-4916;36837
48514;-816;49330
45721;-7662;53383
50087;-4333;54420
8929;-171;9100
25932;-3460;29392
1037;-5830;6867
24629;-7873;32502
47907;-7339;55246
55052;-9490;64542
84696;-2227;86923
78095;-1209;79304
48234;-945;49179
30451;-1339;31790
44070;-9735;53805
75941;-7;75948
-3578;-6507;2929
57384;-8644;66028
18016;-8743;26759
87805;-2488;90293
53931;-6543;60474
65182;-159;65341
80561;-182;80743
8167;-8112;16279
-4844;-8067;3223
34164;-3549;37713
33483;-7263;40746
32170;-4452;36622
41955;-4365;46320
41867;-6485;48352
40912;-897;41809
88547;-7274;95821
16177;-821;16998
43150;-4522;47672
55057;-1899;56956
66947;-8550;75497
14620;-8114;22734
41220;-3720;44940
76566;-7604;84170
81983;-6239;88222
63524;-6021;69545
4308;-2891;7199
23997;-2181;26178
498;-9269;9767
51879;-8640;60519
3173;-1862;5035
26791;-121;26912
18252;-3913;22165
10188;-6377;16565
59369;-9148;68517
63896;-6738;70634
11731;-8870;20601
1020;-98;1118
2012;-9918;11930
32378;-6709;39087
22647;-4167;26814
27816;-4115;31931
60839;-6798;67637
73710;-220;73930
1941;-2499;4440
17386;-4160;21546
24352;-3540;27892
78150;-3578;81728
73187;-8755;81942
34478;-252;34730
18605;-2278;20883
57212;-3191;60403
19984;-5236;25220
40866;-8264;49130
42444;-5106;47550
54564;-5861;60425
20651;-4897;25548
17079;-9104;26183
29895;-4838;34733
31160;-6045;37205
72471;-5104;77575
30775;-6682;37457
12209;-5087;17296
82331;-8678;91009
61027;-6383;67410
37544;-5451;42995
37272;-241;37513
78636;-1386;80022
34303;-1518;35821
9145;-3874;13019
58669;-5222;63891
57441;-1547;58988
5114;-3986;9100
14955;-3368;18323
76139;-1967;78106
72255;-4961;77216
85133;-3705;88838
46134;-405;46539
86558;-7225;93783
84901;-3777;88678
38717;-8971;47688
13698;-2642;16340
74998;-395;75393
94094;-4645;98739
21339;-7434;28773
-8280;-8844;564
84088;-6518;90606
33720;-8600;42320
83087;-7684;90771
-8835;-9180;345
-1228;-7899;6671
79954;-4133;84087
17293;-2060;19353
48371;-3887;52258
82613;-9376;91989
69852;-7125;76977
52024;-8152;60176
72142;-8399;80541
20564;-1891;22455
4411;-5961;10372
91176;-2219;93395
56346;-8487;64833
60888;-5414;66302
76792;-8368;85160
93845;-3672;97517
89226;-3238;92464
19862;-5540;25402
59589;-2625;62214
86438;-4507;90945
68000;-1966;69966
23875;-6619;30494
17312;-3095;20407
23514;-5838;29352
56400;-7213;63613
83472;-3331;86803
85047;-8803;93850
20656;-5146;25802
-2796;-5379;2583
13937;-9038;22975
28549;-285;28834
29995;-3337;33332
2359;-4592;6951
5285;-7100;12385
67339;-9592;76931
95335;-677;96012
57272;-9854;67126
49795;-618;50413
55118;-3649;58767
74548;-582;75130
91314;-6906;98220
46793;-1968;48761
25501;-6417;31918
83719;-3206;86925
26849;-3721;30570
77251;-9686;86937
31972;-7243;39215
14094;-4687;18781
12105;-569;12674
27491;-8877;36368
30670;-8993;39663
24085;-5088;29173
15674;-2764;18438
4089;-629;4718
33059;-4237;37296
58603;-4919;63522
77921;-7397;85318
34453;-8022;42475
72999;-8092;81091
7919;-8684;16603
84113;-1608;85721
48922;-1555;50477
70433;-8647;79080
79094;-3510;82604
4089;-9251;13340
63931;-1485;65416
2995;-696;3691
22526;-3843;26369
51800;-6632;58432
75270;-7525;82795
43233;-2314;45547
66602;-4136;70738
86965;-1359;88324
54158;-4560;58718
60837;-4141;64978
87771;-6803;94574
4519;-4562;9081
-3949;-8572;4623
16604;-2613;19217
35876;-1599;37475
5059;-6162;11221
67046;-5958;73004
75337;-27;75364
7153;-2394;9547
13210;-1514;14724
62254;-7517;69771
34570;-5232;39802
16027;-3212;19239
36739;-8102;44841
32917;-878;33795
40537;-4574;45111
1598;-580;2178
46694;-9316;56010
30678;-8013;38691
88088;-3595;91683
98674;-720;99394
77644;-8554;86198
80039;-1229;81268
83356;-2833;86189
26965;-7493;34458
85610;-1434;87044
23828;-2327;26155
60403;-209;60612
87281;-2437;89718
82971;-7980;90951
44882;-3870;48752
32916;-1507;34423
68650;-689;69339
53188;-2419;55607
38349;-7325;45674
80068;-1520;81588
55295;-1533;56828
56692;-5447;62139
76465;-7633;84098
22120;-2449;24569
92710;-671;93381
41191;-4027;45218
32375;-4260;36635
26529;-8674;35203
36244;-927;37171
46506;-7446;53952
8775;-5369;14144
27977;-6738;34715
22458;-7534;29992
56011;-9633;65644
-216;-8343;8127
29535;-1250;30785
3281;-7787;11068
5309;-8462;13771
76228;-2453;78681
34646;-1310;35956
16296;-3711;20007
33660;-4896;38556
14747;-1319;16066
27561;-2090;29651
59409;-6656;66065
5301;-9708;15009
47165;-7512;54677
87343;-7921;95264
50197;-4684;54881
71780;-3577;75357
64707;-6705;71412
1063;-1169;2232
2046;-3938;5984
53582;-9754;63336
59921;-4247;64168
32281;-4454;36735
69341;-6358;75699
3748;-4310;8058
64621;-4935;69556
3978;-6688;10666
12361;-9942;22303
93755;-2078;95833
77162;-6917;84079
23882;-3364;27246
8698;-767;9465
54030;-3266;57296
81830;-718;82548
61474;-4199;65673
13465;-3276;16741
-847;-7538;6691
43083;-2228;45311
18666;-2795;21461
60857;-9126;69983
-5905;-9772;3867
51121;-3145;54266
60895;-1631;62526
42424;-2679;45103
77077;-7016;84093
62074;-3586;65660
41085;-1362;42447
98206;-1354;99560
50442;-3591;54033
38891;-2790;41681
74321;-4906;79227
48863;-2912;51775
58462;-3201;61663
61771;-4850;66621
72782;-6648;79430
61043;-5430;66473
94298;-5694;99992
21535;-2823;24358
89791;-3872;93663
88489;-6639;95128
20500;-8286;28786
90236;-8040;98276
85042;-6924;91966
69346;-2369;71715
40920;-4955;45875
32358;-4197;36555
78859;-2687;81546
86986;-5587;92573
809;-2736;3545
24459;-588;25047
63490;-1427;64917
34135;-5615;39750
39830;-9861;49691
36787;-2169;38956
58508;-969;59477
96424;-2424;98848
26814;-7159;33973
51873;-9561;61434
61357;-6726;68083
-1608;-3678;2070
57079;-379;57458
37239;-3443;40682
-4239;-5535;1296
46376;-3714;50090
71990;-9239;81229
19905;-4036;23941
69478;-8578;78056
62917;-2514;65431
22185;-1414;23599
29049;-2306;31355
47894;-8505;56399
771;-316;1087
33667;-6186;39853
73381;-7621;81002
87821;-1279;89100
90599;-898;91497
86439;-2785;89224
85616;-1808;87424
65200;-626;65826
90865;-3026;93891
15831;-4463;20294
84170;-4289;88459
18136;-605;18741
39351;-8171;47522
74219;-5215;79434
65179;-5323;70502
8814;-2766;11580
65902;-6574;72476
28736;-2659;31395
-707;-6932;6225
73354;-8214;81568
35116;-1856;36972
-5160;-9567;4407
11859;-4321;16180
77253;-5003;82256
29760;-7851;37611
35074;-8879;43953
45449;-7082;52531
24673;-8264;32937
88137;-5316;93453
78907;-4005;82912
26571;-7385;33956
37018;-7244;44262
71302;-9615;80917
86339;-3432;89771
23595;-9690;33285
20081;-8974;29055
86770;-3899;90669
41117;-6460;47577
15147;-9807;24954
53845;-9793;63638
88582;-7125;95707
2965;-6019;8984
64233;-8405;72638
30687;-8891;39578
34942;-6446;41388
48088;-3767;51855
26225;-8391;34616
56046;-743;56789
39227;-6243;45470
10675;-9898;20573
24872;-9216;34088
32151;-6337;38488
69661;-3872;73533
23262;-4661;27923
45836;-6915;52751
52850;-1233;54083
68387;-8530;76917
45514;-1744;47258
79903;-7280;87183
48829;-2043;50872
40851;-5976;46827
48172;-163;48335
69173;-7804;76977
2388;-5486;7874
46395;-4657;51052
44142;-1463;45605
56480;-9970;66450
-6873;-8150;1277
68027;-433;68460
52103;-3534;55637
44429;-6075;50504
33932;-8510;42442
56262;-1878;58140
1169;-355;1524
22481;-4284;26765
73150;-6881;80031
81344;-472;81816
70721;-4425;75146
1351;-492;1843
88257;-5005;93262
976;-4827;5803
73734;-3927;77661
71964;-1266;73230
14951;-5166;20117
48821;-5899;54720
79369;-6976;86345
59634;-5859;65493
54387;-2392;56779
-3821;-4911;1090
59348;-2740;62088
-4809;-5281;472
84374;-7647;92021
37880;-964;38844
9340;-2577;11917
4310;-858;5168
-8749;-9027;278
85428;-9714;95142
-2005;-8468;6463
71579;-1932;73511
15221;-7647;22868
87074;-3173;90247
72213;-9928;82141
89771;-4288;94059
79103;-2743;81846
26816;-4873;31689
32822;-1566;34388
86996;-2221;89217
40611;-965;41576
36761;-2966;39727
60797;-4154;64951
38502;-4528;43030
7046;-9665;16711
22712;-4190;26902
58234;-1435;59669
12652;-396;13048
70273;-6801;77074
75482;-939;76421
3580;-1355;4935
26357;-2607;28964
55847;-717;56564
49079;-8779;57858
56423;-1361;57784
93207;-6610;99817
51045;-356;51401
85768;-6696;92464
7447;-7148;14595
29155;-6373;35528
65189;-1259;66448
29304;-4177;33481
49198;-6161;55359
65376;-15;65391
35832;-499;36331
29834;-1344;31178
84377;-9876;94253
17820;-9390;27210
60760;-1731;62491
32818;-1462;34280
41504;-9170;50674
9352;-2673;12025
58874;-5260;64134
61466;-3232;64698
68072;-4193;72265
29337;-6674;36011
81058;-5494;86552
92064;-751;92815
38812;-990;39802
65259;-1755;67014
10196;-5402;15598
51138;-3097;54235
36464;-3778;40242
60767;-4379;65146
51409;-4504;55913
19305;-5845;25150
23725;-6451;30176
15277;-3123;18400
21036;-9178;30214
-3256;-7829;4573
57251;-2349;59600
-1631;-3754;2123
88002;-4821;92823
3578;-393;3971
90552;-8252;98804
42394;-2921;45315
17143;-7472;24615
44079;-2206;46285
90561;-735;91296
37766;-7195;44961
20015;-2311;22326
25665;-6053;31718
-861;-9709;8848
14033;-681;14714
18653;-5778;24431
86985;-1906;88891
1933;-8265;10198
49660;-2874;52534
28748;-3641;32389
-8336;-9725;1389
79165;-7858;87023
46434;-1945;48379
38330;-3323;41653
43702;-1838;45540
73697;-8428;82125
33123;-1352;34475
70126;-7943;78069
68232;-4168;72400
14520;-4012;18532
19756;-8981;28737
90318;-4191;94509
81664;-556;82220
72835;-6632;79467
61344;-7359;68703
31724;-4127;35851
93168;-3276;96444
-3665;-4012;347
62790;-3988;66778
78115;-9895;88010
74483;-9694;84177
11625;-1915;13540
79840;-5656;85496
56942;-8130;65072
46600;-6814;53414
89595;-6099;95694
-1580;-7872;6292
9181;-7531;16712
11392;-483;11875
77261;-8702;85963
15030;-3928;18958
93848;-4074;97922
78220;-4594;82814
13379;-2569;15948
76275;-9390;85665
51011;-3256;54267
36940;-4570;41510
11189;-9098;20287
58683;-8043;66726
6852;-9565;16417
53412;-7671;61083
78773;-2800;81573
88615;-8127;96742
31813;-7922;39735
20522;-6180;26702
13087;-5902;18989
55308;-621;55929
65566;-9365;74931
76989;-4843;81832
9603;-7837;17440
6294;-5097;11391
87639;-4746;92385
78199;-6207;84406
72006;-231;72237
42864;-5805;48669
10207;-8069;18276
80602;-1667;82269
2983;-7171;10154
41216;-8957;50173
77903;-5310;83213
5079;-1504;6583
74802;-2846;77648
55998;-5282;61280
87389;-3930;91319
71912;-7446;79358
51143;-5784;56927
22415;-7138;29553
15073;-2989;18062
54972;-7608;62580
1429;-8392;9821
8394;-2006;10400
39433;-1556;40989
48574;-7818;56392
7239;-4844;12083
81954;-9673;91627
27455;-2358;29813
-1286;-2202;916
24600;-8280;32880
39444;-4740;44184
70281;-7257;77538
-4471;-5586;1115
21417;-2056;23473
36535;-7551;44086
11233;-7277;18510
84516;-26;84542
38355;-6319;44674
-6326;-6468;142
67228;-3757;70985
57216;-1271;58487
9347;-8242;17589
879;-5853;6732
24597;-7465;32062
16092;-7760;23852
51228;-309;51537
33531;-1597;35128
18196;-5357;23553
20868;-2547;23415
57368;-2307;59675
86806;-9820;96626
81625;-3332;84957
63499;-1349;64848
26353;-2961;29314
28036;-616;28652
81399;-8562;89961
22267;-7408;29675
68604;-7034;75638
80052;-5984;86036
26635;-2816;29451
20709;-4425;25134
45612;-5558;51170
76791;-524;77315
30251;-9519;39770
22305;-1082;23387
35872;-1119;36991
8761;-3936;12697
-4547;-5022;475
48752;-4219;52971
65896;-8647;74543
9336;-8975;18311
47274;-9142;56416
39434;-8305;47739
27222;-9235;36457
43469;-883;44352
25068;-950;26018
55467;-5365;60832
86520;-7816;94336
79408;-2282;81690
97476;-683;98159
30149;-1172;31321
69459;-4099;73558
28363;-3566;31929
41308;-5562;46870
18916;-8881;27797
-303;-7666;7363
21706;-9524;31230
22962;-8357;31319
8488;-2918;11406
64843;-101;64944
2907;-7267;10174
79812;-4070;83882
30307;-9844;40151
6123;-8528;14651
20427;-7503;27930
63230;-7120;70350
52991;-76;53067
6520;-2237;8757
-326;-6792;6466
2869;-8520;11389
9428;-4054;13482
37480;-112;37592
43811;-894;44705
60453;-9833;70286
43773;-8037;51810
8892;-8693;17585
-6341;-9045;2704
54430;-8317;62747
86231;-8318;94549
78024;-8385;86409
45757;-7517;53274
18236;-453;18689
41550;-8073;49623
17241;-7039;24280
63870;-9040;72910
-8943;-9281;338
10567;-4107;14674
17870;-1541;19411
84054;-7859;91913
-6453;-7234;781
5517;-6748;12265
72889;-8090;80979
2319;-1572;3891
29610;-4097;33707
712;-8773;9485
38033;-8670;46703
62344;-6839;69183
73917;-9629;83546
86404;-6413;92817
27187;-5500;32687
6351;-5325;11676
33658;-1880;35538
73906;-7898;81804
32144;-7107;39251
89607;-4713;94320
-1078;-4660;3582
45637;-5042;50679
20321;-7180;27501
4733;-5454;10187
61751;-4377;66128
59231;-9513;68744
7657;-5626;13283
-935;-1812;877
4274;-6521;10795
52210;-7077;59287
-6182;-6666;484
82282;-9293;91575
45234;-522;45756
53612;-8519;62131
80389;-2570;82959
26182;-6446;32628
23784;-5619;29403
49764;-406;50170
307;-5129;5436
96003;-3195;99198
32921;-9129;42050
83410;-455;83865
80819;-7539;88358
6542;-8667;15209
38518;-6037;44555
53549;-1590;55139
12513;-4977;17490
75428;-8398;83826
3769;-3681;7450
61593;-3221;64814
36673;-9013;45686
9224;-5348;14572
25185;-5119;30304
54338;-7418;61756
9793;-3968;13761
86247;-8982;95229
90284;-2730;93014
44032;-8368;52400
31622;-2836;34458
64376;-3214;67590
3776;-3314;7090
97606;-1529;99135
25871;-8889;34760
23639;-377;24016
91060;-5735;96795
39958;-352;40310
-1868;-2865;997
59805;-600;60405
6890;-3763;10653
63626;-1530;65156
10903;-2804;13707
66209;-2897;69106
60096;-9934;70030
47048;-5350;52398
3605;-649;4254
24089;-7328;31417
50257;-861;51118
36989;-3226;40215
19064;-8093;27157
21567;-9754;31321
83423;-454;83877
31207;-4763;35970
60279;-2086;62365
6939;-3698;10637
32017;-6690;38707
39286;-6713;45999
93575;-4478;98053
44459;-6741;51200
76006;-4036;80042
4610;-2891;7501
-209;-6015;5806
9208;-9077;18285
41254;-1043;42297
53628;-6592;60220
18891;-9940;28831
19415;-7737;27152
22312;-5157;27469
96137;-457;96594
21112;-3346;24458
64893;-9098;73991
27330;-5054;32384
50631;-2426;53057
14855;-5055;19910
3725;-7696;11421
64320;-618;64938
18932;-120;19052
8966;-9757;18723
75283;-5652;80935
25335;-8247;33582
77522;-5381;82903
59408;-6890;66298
48142;-1892;50034
33325;-8069;41394
72114;-867;72981
34791;-749;35540
-4463;-4925;462
46608;-3105;49713
7341;-256;7597
12943;-6635;19578
70938;-9288;80226
60831;-8096;68927
61484;-5823;67307
8005;-4217;12222
95039;-3143;98182
36047;-7216;43263
40922;-3524;44446
18921;-8465;27386
42677;-5211;47888
97021;-2616;99637
79349;-6605;85954
2104;-7582;9686
51525;-6766;58291
38827;-4783;43610
29940;-2340;32280
85798;-6831;92629
9737;-1814;11551
6783;-1651;8434
38159;-2621;40780
46067;-8592;54659
42376;-9454;51830
14259;-2363;16622
14792;-5787;20579
34946;-4623;39569
73506;-5240;78746
82148;-7921;90069
96420;-449;96869
62442;-9836;72278
73152;-8205;81357
88703;-6952;95655
72293;-9379;81672
87249;-5269;92518
52908;-5290;58198
32574;-6526;39100
27436;-828;28264
52465;-9883;62348
86471;-9819;96290
-4230;-6688;2458
-7013;-7841;828
28547;-1387;29934
11994;-2384;14378
26089;-7130;33219
71542;-9856;81398
78893;-7984;86877
43305;-2464;45769
29460;-8348;37808
28192;-8186;36378
29901;-9296;39197
71325;-791;72116
42747;-7239;49986
53356;-2892;56248
42828;-2907;45735
11209;-1706;12915
36304;-6828;43132
10084;-3620;13704
27544;-1372;28916
40110;-2418;42528
42968;-9440;52408
-618;-9945;9327
92667;-1534;94201
81112;-6595;87707
24073;-2063;26136
89193;-2778;91971
71334;-4598;75932
-2058;-2584;526
24331;-643;24974
29372;-309;29681
60838;-4682;65520
32249;-7783;40032
71138;-7383;78521
12070;-9809;21879
51612;-651;52263
81788;-7320;89108
10321;-3465;13786
76727;-6893;83620
40071;-9829;49900
84014;-1611;85625
43860;-4914;48774
57596;-3048;60644
46767;-9115;55882
78468;-6587;85055
23427;-2215;25642
521;-1084;1605
94163;-1614;95777
85554;-6783;92337
-5083;-6200;1117
90722;-2882;93604
16568;-2690;19258
53883;-2116;55999
61291;-341;61632
18344;-5790;24134
58178;-9392;67570
55750;-7789;63539
26619;-4407;31026
5918;-457;6375
17001;-1348;18349
36360;-3218;39578
14407;-3414;17821
1712;-1623;3335
26372;-8300;34672
89487;-2708;92195
7556;-8295;15851
4168;-1803;5971
49013;-6443;55456
65252;-563;65815
41432;-893;42325
31208;-2498;33706
36333;-9954;46287
56521;-1234;57755
59062;-2053;61115
56470;-1815;58285
18128;-8790;26918
50173;-4966;55139
15909;-3602;19511
68713;-5388;74101
30680;-2661;33341
77191;-7923;85114
86985;-4972;91957
55752;-8909;64661
43349;-4504;47853
84494;-5917;90411
32024;-4789;36813
14345;-7552;21897
49538;-8220;57758
81311;-698;82009
18674;-3128;21802
94937;-2014;96951
53544;-682;54226
14823;-5665;20488
25666;-9368;35034
53402;-8572;61974
85355;-7560;92915
92168;-4939;97107
25227;-8760;33987
81860;-2317;84177
35064;-8922;43986
24433;-5180;29613
51219;-9464;60683
59902;-6199;66101
72991;-2546;75537
11419;-4073;15492
5473;-3580;9053
13057;-1267;14324
54716;-9509;64225
83988;-1194;85182
-2209;-7648;5439
83261;-1457;84718
92495;-7491;99986
45487;-5300;50787
24994;-5936;30930
30916;-7827;38743
55877;-1311;57188
9297;-6305;15602
4447;-7263;11710
53817;-5368;59185
75576;-6202;81778
29090;-2309;31399
-3807;-7319;3512
94139;-2938;97077
77483;-2345;79828
2478;-8300;10778
-4859;-5523;664
47172;-2818;49990
16509;-2825;19334
6006;-3314;9320
76237;-5740;81977
51698;-8520;60218
57001;-7335;64336
90804;-6212;97016
35518;-9839;45357
95842;-109;95951
60618;-9176;69794
42375;-5496;47871
20109;-2416;22525
53723;-1165;54888
55442;-5282;60724
9223;-4669;13892
69045;-1886;70931
45311;-5971;51282
51598;-7105;58703
62145;-372;62517
87361;-7592;94953
44705;-6331;51036
47848;-160;48008
-5;-603;598
29867;-2046;31913
24561;-5341;29902
81877;-4782;86659
20066;-4707;24773
91989;-4088;96077
56965;-4857;61822
43788;-9302;53090
76434;-3443;79877
-6951;-7677;726
24568;-7147;31715
57584;-7260;64844
-6908;-8330;1422
10495;-705;11200
73693;-8082;81775
44309;-5140;49449
-284;-7587;7303
16498;-5814;22312
15133;-6649;21782
85638;-9978;95616
38641;-2462;41103
74718;-7564;82282
46073;-9554;55627
89011;-6550;95561
95929;-2518;98447
88983;-5409;94392
92518;-103;92621
68398;-9261;77659
30666;-8368;39034
87717;-1453;89170
16413;-3289;19702
84606;-5541;90147
76567;-9540;86107
76898;-7354;84252
74286;-6426;80712
33386;-8285;41671
37148;-1085;38233
94129;-1226;95355
32161;-5260;37421
40110;-2294;42404
69773;-6525;76298
76593;-664;77257
80145;-1389;81534
52700;-9327;62027
2350;-9729;12079
-4790;-7515;2725
60314;-7872;68186
85310;-7730;93040
62620;-8657;71277
65253;-9335;74588
86174;-3034;89208
63086;-4818;67904
33517;-9990;43507
47592;-2548;50140
91074;-4750;95824
15536;-188;15724
83042;-5123;88165
67861;-6721;74582
68793;-5821;74614
29453;-5987;35440
86516;-1552;88068
53514;-2323;55837
93063;-6316;99379
85978;-5029;91007
37987;-3054;41041
52363;-7381;59744
57497;-2153;59650
3013;-5859;8872
-6668;-8543;1875
21496;-434;21930
47186;-7103;54289
96157;-3684;99841
20325;-7553;27878
14416;-4102;18518
19824;-837;20661
90604;-4691;95295
76314;-9506;85820
14206;-4579;18785
1305;-9803;11108
75611;-5656;81267
86877;-9493;96370
59551;-8900;68451
-6793;-8238;1445
63823;-4222;68045
46831;-9348;56179
1188;-4016;5204
81049;-624;81673
6922;-3902;10824
-4614;-8544;3930
61158;-6209;67367
11346;-8637;19983
78884;-5151;84035
33853;-4034;37887
74018;-9861;83879
88716;-8800;97516
96023;-2268;98291
-3766;-4390;624
7626;-2270;9896
43575;-3993;47568
73285;-3643;76928
85542;-531;86073
516;-649;1165
76760;-6167;82927
72528;-34;72562
58798;-121;58919
47143;-6101;53244
90861;-972;91833
193;-271;464
18889;-1974;20863
41930;-552;42482
36334;-7615;43949
91846;-1062;92908
76545;-7669;84214
51877;-6409;58286
33453;-5827;39280
54922;-2823;57745
85334;-5371;90705
86264;-3030;89294
77260;-9350;86610
11886;-4780;16666
77858;-7275;85133
91486;-2383;93869
18472;-9484;27956
38099;-8571;46670
12219;-8957;21176
16361;-3963;20324
524;-9266;9790
82439;-7959;90398
45737;-5781;51518
79378;-9377;88755
63027;-8806;71833
73684;-3954;77638
86010;-7252;93262
26492;-1326;27818
58287;-1993;60280
74531;-11;74542
13366;-1962;15328
65279;-8993;74272
59934;-5367;65301
57955;-8185;66140
88042;-5233;93275
18262;-7660;25922
97850;-563;98413
22081;-4534;26615
73999;-2999;76998
12590;-6613;19203
40527;-9573;50100
34935;-7846;42781
52522;-1419;53941
74383;-9046;83429
42128;-7444;49572
2632;-3629;6261
2042;-1390;3432
20320;-9928;30248
83379;-799;84178
47376;-8150;55526
22184;-2974;25158
57753;-1682;59435
66188;-4914;71102
6418;-9077;15495
52314;-902;53216
29763;-2388;32151
40581;-5787;46368
22661;-2069;24730
25263;-8135;33398
83551;-8150;91701
93092;-2103;95195
46706;-9325;56031
53636;-2769;56405
6821;-386;7207
86051;-5706;91757
47527;-9640;57167
21863;-3980;25843
95647;-3144;98791
72073;-3015;75088
16393;-321;16714
3443;-8194;11637
51963;-1530;53493
62647;-8283;70930
63182;-1089;64271
24283;-7587;31870
75147;-229;75376
5059;-8613;13672
46149;-8121;54270
66722;-6419;73141
76620;-9959;86579
51613;-7916;59529
4134;-3087;7221
72243;-2579;74822
22292;-3529;25821
26451;-3429;29880
51105;-4096;55201
65568;-5138;70706
13345;-649;13994
8832;-6156;14988
34113;-1881;35994
15706;-2121;17827
18785;-9382;28167
89564;-1763;91327
42801;-6980;49781
15255;-2873;18128
96;-7448;7544
50570;-4423;54993
9194;-3573;12767
57678;-9529;67207
20772;-208;20980
69727;-6456;76183
65898;-9837;75735
62354;-8681;71035
54666;-2050;56716
31591;-7590;39181
98391;-1411;99802
65050;-4653;69703
10191;-4749;14940
91519;-5744;97263
37364;-8242;45606
10485;-9584;20069
19439;-1943;21382
83363;-9787;93150
94261;-1519;95780
34445;-2420;36865
55558;-6143;61701
10140;-7560;17700
65195;-3190;68385
14028;-6090;20118
69627;-1492;71119
53229;-5662;58891
55398;-7943;63341
64742;-4614;69356
8016;-2826;10842
26099;-8576;34675
36368;-4937;41305
54618;-5481;60099
50800;-2696;53496
15473;-5124;20597
29757;-6760;36517
80570;-5684;86254
44879;-4794;49673
50617;-9428;60045
61699;-550;62249
1914;-1925;3839
84633;-7717;92350
72104;-1647;73751
9998;-116;10114
32899;-9197;42096
94759;-4825;99584
2847;-4588;7435
30964;-8443;39407
71434;-6601;78035
33095;-8612;41707
51528;-4895;56423
16145;-2326;18471
23408;-3305;26713
54610;-4865;59475
28018;-3125;31143
72420;-3425;75845
2162;-9385;11547
71673;-8113;79786
15618;-8822;24440
62732;-3009;65741
53340;-9885;63225
2761;-6311;9072
43706;-1416;45122
-4782;-7598;2816
23132;-1410;24542
15049;-7281;22330
28440;-4215;32655
41736;-7825;49561
76278;-8165;84443
-3826;-7084;3258
-7069;-9393;2324
50008;-8781;58789
24193;-7377;31570
81346;-7688;89034
29537;-1815;31352
2614;-415;3029
82444;-4587;87031
71275;-990;72265
93744;-4093;97837
86919;-4255;91174
26823;-9460;36283
24947;-6152;31099
31773;-8993;40766
42386;-5919;48305
74811;-5315;80126
49705;-9192;58897
27407;-6870;34277
83071;-1122;84193
57844;-7688;65532
60562;-6040;66602
12479;-5801;18280
77802;-3210;81012
86453;-6170;92623
81512;-7413;88925
4634;-413;5047
48964;-7941;56905
10279;-4761;15040
20;-4291;4311
-1985;-8839;6854
65976;-8292;74268
34590;-1100;35690
86852;-9986;96838
79865;-1991;81856
28826;-4335;33161
20553;-5401;25954
68828;-6911;75739
50771;-2042;52813
74754;-8933;83687
71054;-4461;75515
82755;-7331;90086
69332;-7743;77075
10582;-2864;13446
72095;-3636;75731
88520;-5333;93853
71924;-4940;76864
45973;-4506;50479
1356;-2863;4219
71080;-641;71721
35461;-1287;36748
94596;-1936;96532
28664;-3816;32480
60007;-7945;67952
82463;-7754;90217
87591;-8156;95747
22466;-6415;28881
39435;-6557;45992
87930;-3235;91165
8010;-2563;10573
33824;-8592;42416
69373;-3465;72838
78405;-5878;84283
31967;-9055;41022
7770;-5554;13324
75101;-1685;76786
70500;-2069;72569
61791;-6814;68605
10874;-9924;20798
65236;-5404;70640
68800;-707;69507
60526;-7698;68224
80197;-6811;87008
41358;-2286;43644
-5898;-7051;1153
82182;-6551;88733
51210;-3959;55169
81297;-1428;82725
25474;-9695;35169
73757;-7956;81713
63727;-763;64490
91025;-786;91811
50140;-7110;57250
9076;-509;9585
12982;-4231;17213
41021;-879;41900
22125;-6020;28145
59035;-7174;66209
72415;-390;72805
33609;-8968;42577
54409;-731;55140
67441;-2492;69933
1842;-9563;11405
67780;-6475;74255
10097;-7142;17239
58316;-1766;60082
68821;-8097;76918
68649;-6378;75027
77795;-1685;79480
57459;-9543;67002
41291;-1619;42910
46363;-9218;55581
83015;-6571;89586
16595;-8201;24796
21540;-5005;26545
26293;-666;26959
13374;-487;13861
51850;-4212;56062
-3335;-9650;6315
70654;-4213;74867
3947;-4422;8369
45851;-1525;47376
89762;-1173;90935
66031;-8653;74684
93959;-1097;95056
38645;-9237;47882
65143;-5402;70545
92417;-6323;98740
82355;-9972;92327
79156;-2215;81371
80571;-3730;84301
57587;-639;58226
29734;-338;30072
33025;-9019;42044
80041;-4763;84804
37339;-6743;44082
52679;-9353;62032
65865;-617;66482
12288;-811;13099
9016;-2357;11373
27380;-8906;36286
64995;-7734;72729
33398;-7997;41395
84325;-9536;93861
82708;-9640;92348
46632;-8671;55303
64850;-6351;71201
-74;-3787;3713
39079;-3902;42981
20863;-339;21202
63264;-6963;70227
11224;-6150;17374
88185;-8866;97051
